ResponseId,EdLevelNum,BinnedSalary_$1K,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp
59535,2 College study,125,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos,Udemy,10,8,"Developer, full-stack",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",125000,Yearly,HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL,HTML/CSS;JavaScript;PHP;PowerShell;Ruby;SQL,MySQL;PostgreSQL,MySQL;PostgreSQL,DigitalOcean,DigitalOcean,jQuery;Ruby on Rails;Vue.js,jQuery;React.js;Ruby on Rails,,,Docker,Docker,Nano;Visual Studio Code,Nano;Visual Studio Code,macOS,Windows,Git,Code editor;Command-line,,,Jira Work Management,Jira Work Management,Microsoft Teams;Zoom,Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Yes,Independent contributor,8
59544,4 Bachelorï¿½ï,370,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;School (i.e., University, College, etc);On the job training",,,13,8,"Engineer, site reliability;Developer, full-stack;Engineering manager","10,000 or more employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",370000,Yearly,Bash/Shell;C++;Groovy;HTML/CSS;JavaScript;Python;SQL;TypeScript,Bash/Shell;C;Go;JavaScript;Python;Rust;TypeScript,Cassandra;MySQL;PostgreSQL;Redis,Cassandra;PostgreSQL;Redis,,,Flask;Node.js;React.js,Next.js;Node.js;React.js,Apache Kafka;NumPy;Pandas,Apache Kafka;Electron;NumPy;Pandas,Ansible;Chef;Docker;Kubernetes;npm,Chef;Docker;Kubernetes,IPython/Jupyter;PyCharm;Sublime Text;Vim;Webstorm,IPython/Jupyter;Sublime Text;Vim;Webstorm,Linux-based;macOS,macOS;Windows,Git,Command-line,,,Jira Work Management,,Google Chat;Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Bisexual;Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,People manager,9
59551,4 Bachelorï¿½ï,245,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Written Tutorials;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial,,18,10,"Developer, full-stack;Engineering manager",100 to 499 employees,I have some influence,Start a free trial;Ask developers I know/work with,United States of America,"USD	United States dollar",245000,Yearly,Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;TypeScript,JavaScript;PHP,CouchDB;Cloud Firestore;DynamoDB;Elasticsearch;MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite,MariaDB;MySQL;Redis,AWS;Google Cloud;Linode;Managed Hosting;VMware,AWS;Linode,Angular.js;Drupal;Laravel;Next.js;Node.js;React.js;Vue.js,Laravel;React.js;Vue.js,React Native,,Ansible;Chef;Docker;Homebrew;Kubernetes;npm;Puppet;Terraform;Yarn,Kubernetes;Yarn,Visual Studio Code,Visual Studio Code,macOS,Windows,Git,Code editor;Command-line;Dedicated version control GUI application,,,Asana;Confluence;Jira Work Management,,Microsoft Teams;Slack;Zoom,Slack,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, definitely",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,10
59566,4 Bachelorï¿½ï,200,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses;Auditory material (e.g., podcasts);Coding sessions (live or recorded)",Coursera;Other,7,5,"Developer, front-end;Developer, full-stack;Developer, back-end",100 to 499 employees,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Research companies that have emailed me,United States of America,"USD	United States dollar",200000,Yearly,Haskell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,Haskell;HTML/CSS;JavaScript;Rust;SQL;TypeScript,PostgreSQL;SQLite,PostgreSQL;Redis;SQLite,AWS;Heroku,AWS;Heroku,React.js,React.js,,,Docker;Yarn,Yarn,Vim;Visual Studio Code,Vim;Visual Studio Code,macOS,macOS,Git,Command-line;Version control hosting service web GUI,,,Notion,,Google Chat;Slack;Zoom,Google Chat;Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
59572,1 Secondary,153,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",On the job training;Coding Bootcamp,,,7,7,"Developer, back-end;Developer, mobile;Developer, game or graphics",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",153000,Yearly,Dart;Go;Groovy;HTML/CSS,Dart;Go;HTML/CSS,MySQL,MySQL,AWS,AWS,,,Flutter,Flutter,Docker,Docker,GoLand;IntelliJ;Rider;Visual Studio Code;Xcode,,BSD;macOS,macOS;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line,,,,,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,,Neutral,25-34 years old,Man,No,Bisexual,Hispanic or Latino/a,None of the above,None of the above,No,,
59575,4 Bachelorï¿½ï,300,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;How-to videos;Interactive tutorial,,27,12,"Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;Project manager;Data or business analyst","10,000 or more employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",300000,Yearly,Bash/Shell;C#;HTML/CSS;JavaScript;Perl;PowerShell;SQL,C#;F#;HTML/CSS;JavaScript;PowerShell;Rust;SQL;TypeScript,Oracle,Microsoft SQL Server;PostgreSQL;Redis,,,ASP.NET;ASP.NET Core ;Next.js;React.js,ASP.NET;ASP.NET Core ;Blazor;Next.js;React.js;Vue.js,.NET,.NET;NumPy;Qt;React Native;Xamarin,,,Notepad++;Rider;Vim;Visual Studio,Notepad++;Qt Creator;Rider;Visual Studio;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),Windows,Git;Other (please specify):;SVN,Code editor;Command-line;Version control hosting service web GUI,,,Confluence,Confluence;Stack Overflow for Teams,Cisco Webex Teams;Google Chat;Microsoft Teams;Zoom,Microsoft Teams;Zoom,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;European;North American,None of the above,None of the above,Yes,Independent contributor,27
59578,2 College study,300,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Some college/university study without earning a degree,Books / Physical media,,,22,22,Engineering manager,500 to 999 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,United States of America,"USD	United States dollar",300000,Yearly,Go;HTML/CSS;JavaScript;TypeScript,Go;HTML/CSS;Rust,Couchbase,Couchbase,AWS;Google Cloud;Microsoft Azure,Google Cloud,React.js,,,,Docker;Kubernetes;Unreal Engine,Docker;Unreal Engine,GoLand;IntelliJ;Rider;Visual Studio;Visual Studio Code,GoLand;IntelliJ;Rider,macOS,macOS,Git;Other (please specify):,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management,,Slack;Zoom,Slack;Zoom,Indifferent,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
59581,4 Bachelorï¿½ï,153,I am a developer by profession,"Employed, full-time",Fully remote,I donï¿½ï¿½ï¿½t code outside o,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Other (please specify):;Hackathons (virtual or in-person)",Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Written-based Online Courses;Interactive tutorial,Udemy;Udacity;Other,12,9,"Engineer, data;Developer, full-stack;Developer, back-end",100 to 499 employees,I have some influence,Other (please specify):;Ask developers I know/work with,United States of America,"USD	United States dollar",153000,Yearly,Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python;SQL,Bash/Shell;Go;JavaScript;Python;Rust;SQL;Swift,PostgreSQL;Redis,Neo4j;PostgreSQL;Redis;SQLite,AWS;DigitalOcean,AWS;DigitalOcean;Google Cloud;Microsoft Azure,Express;Node.js;React.js;Svelte,React.js;Vue.js,,,Docker;Kubernetes;npm,Docker;Kubernetes,GoLand;Visual Studio Code,GoLand;Visual Studio Code,macOS,macOS,Git,Code editor;Command-line,,,Asana;Confluence;Jira Work Management;monday.com,Notion,Slack;Zoom,Slack,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",35-44 years old,Man,No,Straight / Heterosexual,White;North American;East Asian;Multiracial,None of the above,,Yes,Independent contributor,9
59582,4 Bachelorï¿½ï,103,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Hackathons (virtual or in-person)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Interactive tutorial;Certification videos,Coursera;Udemy;Codecademy;edX;Udacity;Other,10,3,Database administrator,"10,000 or more employees",I have little or no influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",103000,Yearly,Bash/Shell;HTML/CSS;Java;JavaScript;PowerShell;Python;Rust;SQL;TypeScript,Bash/Shell;C#;HTML/CSS;Java;JavaScript;Kotlin;PowerShell;Rust;TypeScript,Microsoft SQL Server;Oracle,Elasticsearch;MariaDB;Microsoft SQL Server;Oracle;PostgreSQL,,,React.js,ASP.NET Core ;Blazor;React.js;Svelte;Vue.js,.NET;Spring,.NET;Spring,npm,Ansible,Nano;Notepad++;Vim;Visual Studio Code,Nano;Notepad++;Visual Studio Code,Linux-based;Windows;Other (please specify):,Linux-based;Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management,Confluence,Cisco Webex Teams;Zoom,,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not at all",18-24 years old,Man,No,Bisexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.)",Yes,Independent contributor,3
59591,4 Bachelorï¿½ï,93,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online challenges (e.g., daily or weekly coding challenges);Online forum",,9,Less than 1 year,"Developer, back-end",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"CAD	Canadian dollar",120000,Yearly,C;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;TypeScript,C#;HTML/CSS;JavaScript;Python;Ruby;Rust;TypeScript,Elasticsearch;PostgreSQL;Redis,Elasticsearch;PostgreSQL;Redis,Heroku;Linode,Heroku;Linode,Express;Node.js;React.js;Ruby on Rails,ASP.NET Core ;Deno;Express;Node.js;Nuxt.js;React.js;Ruby on Rails,Flutter,.NET;Flutter,Docker;Homebrew;npm;Terraform;Yarn,Docker;Homebrew;npm;Terraform;Yarn,CLion;IntelliJ;Visual Studio;Visual Studio Code,RubyMine;Visual Studio Code,macOS,Windows;Windows Subsystem for Linux (WSL),Git,Code editor;Command-line;Version control hosting service web GUI,,,Jira Work Management;Notion,Jira Work Management;Notion,Slack;Zoom,Slack;Zoom,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",18-24 years old,Man,No,Bisexual,White,I am blind / have difficulty seeing,None of the above,Yes,Independent contributor,1
59593,5 Masterï¿½ï,75,I am a developer by profession,"Employed, full-time",Full in-person,Hobby;Contribute to open-source projects,"Masterï¿½ï¿½ï¿½s degree (M.A., M.S., M.Eng., MBA,","School (i.e., University, College, etc);Online Courses or Certification;Other (please specify):",,,10,2,"Developer, embedded applications or devices","1,000 to 4,999 employees",I have some influence,,United States of America,"USD	United States dollar",75000,Yearly,Assembly;Bash/Shell;C,Assembly;Bash/Shell;C;Fortran,,,,,,,,,,,Vim,Vim,Linux-based,Linux-based;Windows,Git;Other (please specify):,Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,Confluence;monday.com,,Microsoft Teams,,Favorable,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,18-24 years old,"Non-binary, genderqueer, or gender non-conforming",Yes,Prefer to self-describe:,European,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have a concentration and/or memory disorder (e.g., ADHD, etc.)",No,,
59594,4 Bachelorï¿½ï,72,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work;School or academic work,"Bachelorï¿½ï¿½ï¿½s degree (B.A., B.S., B.Eng.,","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos",Coursera;edX,12,12,Data scientist or machine learning specialist;Data or business analyst,2 to 9 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,United States of America,"USD	United States dollar",72000,Yearly,C;C++;HTML/CSS;Java;LISP;Python;SQL;Swift,C;C++;Haskell;LISP;OCaml;Objective-C;Python;Rust;SQL;Swift,PostgreSQL;SQLite,CouchDB;SQLite,DigitalOcean;Google Cloud,Google Cloud,Django,FastAPI;Flask;Laravel;Phoenix;Svelte,Apache Kafka,Qt;Torch/PyTorch;Hugging Face Transformers,Docker,Docker;Kubernetes;Unreal Engine,Emacs,Emacs;Qt Creator;Visual Studio Code,Linux-based;macOS,Linux-based;macOS,Git,Code editor;Command-line,,,Trello,Trello,Slack,Slack,Unsure,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Daily or almost daily,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,No,,
