,parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock,year_range_built,year_range_built_numeric,year_range_built3,property_value_$1K,year_range2,year_range2_rev
472408,11563986,1.0,,,3.0,3.0,,10.0,3.0,,,1872.0,1872.0,,,,,6037.0,,3.0,,,,2.0,34044160.0,-118447680.0,,,,,,,010C,266.0,LAR3,60372673.00201,12447.0,3101.0,117954.0,96006.0,0.0,,,,1.0,,,2008.0,,,478512.0,598141.0,2015.0,119629.0,7376.86,0,,60372673002010.0,2005-2009,4,2006-2009,598.0,2007-2009,1 2007-2009
459673,10898691,1.0,,,2.0,2.0,,,2.0,,,1340.0,1340.0,,,,,6037.0,,2.0,,,,2.0,34169900.0,-118379000.0,,1.0,,,,1.0,01HC,266.0,LAC2,60371253.103009,12447.0,3101.0,46795.0,96446.0,0.0,,,,1.0,,,2008.0,,,365785.0,456708.0,2015.0,90923.0,5692.4,0,,,2005-2009,4,2006-2009,456.0,2007-2009,1 2007-2009
379042,11275564,1.0,,,2.0,3.0,,4.0,2.0,,,1350.0,1350.0,,,,,6037.0,,2.0,,,,2.0,34718429.0,-118161917.0,9535.0,,,,,,0100,261.0,LR-R1OOOO,60379008.032002,5534.0,3101.0,,97317.0,0.0,,,,1.0,,,2001.0,,,108500.0,177400.0,2015.0,68900.0,3184.04,0,,60379008032002.0,2000-2004,3,2000-2003,177.0,1999-2001,5 1999-2001
63420,10723868,1.0,,,4.0,5.0,,1.0,4.0,,,5065.0,5065.0,,,,,6037.0,,4.0,,,,2.0,34209283.0,-118639089.0,11050.0,,,,,,0100,261.0,LARE11,60371344.222003,12447.0,3101.0,268588.0,96339.0,0.0,,,,1.0,,,2001.0,,,511584.0,867184.0,2015.0,355600.0,10847.71,0,,60371344222003.0,2000-2004,3,2000-2003,867.0,1999-2001,5 1999-2001
347966,12581094,,,,3.0,3.0,,4.0,3.0,,,1453.0,1453.0,,,,,6037.0,,3.0,,,,2.0,33813516.0,-118263607.0,63295.0,,,,,,010C,266.0,CARM18U&D*,60375437.022013,10723.0,3101.0,,96229.0,0.0,,,,1.0,,,1997.0,,,145568.0,219128.0,2015.0,73560.0,2918.51,0,,60375437022009.0,1995-1999,2,1994-1997,219.0,1995-1997,7 1995-1997
189241,11984807,1.0,,,3.0,3.0,,4.0,3.0,,,1440.0,1440.0,,,,,6037.0,,3.0,,,,2.0,34064721.0,-118349210.0,,,,,,,010C,266.0,LAR4,60372151.011,12447.0,3101.0,274517.0,96017.0,0.0,,,,1.0,,,2009.0,,,329394.0,702495.0,2015.0,373101.0,8614.81,0,,,2005-2009,4,2006-2009,702.0,2007-2009,1 2007-2009
277137,13057130,1.0,,,3.0,4.0,,4.0,3.0,,,2481.0,2481.0,,,,,6037.0,,3.0,,,,2.0,34162980.0,-117900491.0,7687.0,,,,,,010D,269.0,AZRA,60374006.031,37015.0,3101.0,,96464.0,0.0,,,,1.0,,,2003.0,,,203300.0,652500.0,2015.0,449200.0,9327.78,0,,60374006031000.0,2000-2004,3,2000-2003,652.0,2001-2003,4 2001-2003
263236,14181871,,,,2.5,4.0,,,2.5,,,1928.0,1928.0,,,,,6059.0,,2.0,2.0,428.0,,,33873014.0,-117860291.0,3000.0,,,,,,122,261.0,,60590117.162015,26531.0,1286.0,,97068.0,0.0,,1.0,,,,,1996.0,,,260373.0,315054.0,2015.0,54681.0,4211.16,0,,60590117162015.0,1995-1999,2,1994-1997,315.0,1995-1997,7 1995-1997
208212,17118842,,,,2.5,4.0,,,2.5,,947.0,2124.0,2124.0,,,947.0,,6111.0,1.0,2.0,2.0,439.0,,,34229748.0,-119192924.0,7476.0,,,,,,1111,261.0,,61110030.131013,13150.0,2061.0,,97107.0,8.0,,1.0,,,,,1998.0,2.0,,162000.0,463000.0,2015.0,301000.0,5507.3,0,,61110030131013.0,1995-1999,2,1997-2000,463.0,1997-1999,6 1997-1999
77291,14084067,,,,6.0,8.0,,,6.0,,,4628.0,,,,,4628.0,6059.0,,6.0,4.0,0.0,,,33757900.0,-118023000.0,9020.0,,,,,,38,246.0,,60590996.021004,34780.0,1286.0,,96990.0,14.0,,,,2.0,,,2005.0,2.0,,603189.0,1023284.0,2015.0,420095.0,12041.34,0,,60590996021004.0,2005-2009,4,2003-2006,1023.0,2003-2005,3 2003-2005
91275,12533908,1.0,,,3.0,2.0,,4.0,3.0,,,1220.0,1220.0,,,,,6037.0,,3.0,,,,2.0,33789500.0,-118147000.0,14227.0,,,,,,010C,266.0,LBCO,60375750.021005,46298.0,3101.0,273252.0,96238.0,0.0,,,,1.0,,,2006.0,,,229511.0,286888.0,2015.0,57377.0,3571.62,0,,60375750021005.0,2005-2009,4,2003-2006,286.0,2005-2007,2 2005-2007
152075,11320561,1.0,,,3.0,5.0,,4.0,3.0,,,2940.0,2940.0,,,,,6037.0,,3.0,,,,2.0,34650493.0,-118260040.0,13749.0,1.0,,,,1.0,0101,261.0,LCC1-RA100,60379012.054091,5534.0,3101.0,,97319.0,0.0,,,,1.0,,,2002.0,,,180279.0,240372.0,2015.0,60093.0,3839.09,0,,60379012054091.0,2000-2004,3,2000-2003,240.0,2001-2003,4 2001-2003
531250,17292842,,,,4.0,4.0,,,4.0,,1744.0,3758.0,3758.0,,,1744.0,,6111.0,2.0,4.0,3.0,0.0,,,34136460.0,-118885308.0,,,,,,,1129,266.0,,61110073.001064,41673.0,2061.0,,96384.0,7.0,,,,,112.0,,2000.0,2.0,,673805.0,1123008.0,2015.0,449203.0,12354.36,0,,61110073001064.0,2000-2004,3,1997-2000,1123.0,1999-2001,5 1999-2001
415316,14003366,,,,2.5,4.0,,,2.5,,,1682.0,1682.0,,,,,6059.0,,2.0,2.0,441.0,,,33791529.0,-117991145.0,2800.0,,,,,,1,261.0,,60590879.022008,42967.0,1286.0,,96203.0,0.0,,1.0,,,,,2002.0,,,192288.0,378444.0,2015.0,186156.0,4512.0,0,,60590879022008.0,2000-2004,3,2000-2003,378.0,2001-2003,4 2001-2003
412134,14135348,,,,3.5,4.0,,,3.5,,,3490.0,3490.0,,,,,6059.0,,3.0,2.0,681.0,,,33886883.0,-117950806.0,6081.0,,,,,,1,261.0,,60590017.041,24812.0,1286.0,,97041.0,0.0,,1.0,,,,,2003.0,,,588631.0,1090000.0,2015.0,501369.0,16202.14,0,,60590017041000.0,2000-2004,3,2000-2003,1090.0,2001-2003,4 2001-2003
523961,12849340,1.0,,,4.0,4.0,,4.0,4.0,,,3212.0,3212.0,,,,,6037.0,,4.0,,,,2.0,33958574.0,-117901898.0,23680.0,,,,,,0100,261.0,LAC15000*,60374087.031022,,3101.0,,96492.0,0.0,,,,1.0,,,1998.0,,,326101.0,521758.0,2015.0,195657.0,10391.81,0,,60374087031022.0,1995-1999,2,1997-2000,521.0,1997-1999,6 1997-1999
39802,14670004,,,,2.0,2.0,,,2.0,,,859.0,859.0,,,,,6059.0,,2.0,1.0,0.0,,,33871867.0,-117831858.0,,,,,,,34,266.0,,60590218.211005,26531.0,1286.0,,97068.0,0.0,,,,,,,1997.0,,,119484.0,189135.0,2015.0,69651.0,2488.9,0,,60590218211008.0,1995-1999,2,1994-1997,189.0,1995-1997,7 1995-1997
172655,12661973,,,,3.0,4.0,,1.0,3.0,,,2197.0,2197.0,,,,,6037.0,,3.0,,,,2.0,33844305.0,-118381239.0,6020.0,,,,,,010C,266.0,RBR3YY,60376212.012007,33612.0,3101.0,,96123.0,0.0,,,,1.0,,,2002.0,,,90581.0,147958.0,2015.0,57377.0,2265.15,0,,60376212012007.0,2000-2004,3,2000-2003,147.0,2001-2003,4 2001-2003
456410,11125483,1.0,,,2.0,2.0,,4.0,2.0,,,1121.0,1121.0,,,,,6037.0,,2.0,,,,2.0,34445811.0,-118476833.0,90735.0,,,,,,012C,266.0,LCA21*,60379200.281003,,3101.0,,96373.0,0.0,,,,1.0,,,2005.0,,,194000.0,297000.0,2015.0,103000.0,4251.52,0,,60379200281003.0,2005-2009,4,2003-2006,297.0,2003-2005,3 2003-2005
97091,11346217,1.0,,,3.0,3.0,,4.0,3.0,,,2623.0,2623.0,,,,,6037.0,,3.0,,,,2.0,34464952.0,-118508089.0,5363.0,,,,,,0100,261.0,SCUR2,60379200.162001,,3101.0,,96403.0,0.0,,,,1.0,,,2001.0,,,310456.0,420088.0,2015.0,109632.0,7888.24,0,,60379200162001.0,2000-2004,3,2000-2003,420.0,1999-2001,5 1999-2001
286197,14269486,,,,3.0,4.0,,,3.0,,,2541.0,2541.0,,,,,6059.0,,3.0,2.0,426.0,,,33695448.0,-117909580.0,4328.0,,,,,,1,261.0,,60590639.072031,38032.0,1286.0,,96958.0,0.0,,,,,,,2003.0,,,322964.0,754731.0,2015.0,431767.0,8694.42,0,,60590639072031.0,2000-2004,3,2000-2003,754.0,2001-2003,4 2001-2003
166361,14221414,,,,2.0,3.0,,,2.0,,,1795.0,1795.0,,,,,6059.0,,2.0,2.0,419.0,,,33829135.0,-117768461.0,6968.0,,,,,,1,261.0,,60590219.204026,33252.0,1286.0,,97065.0,0.0,,,,,,,2002.0,,,221102.0,523857.0,2015.0,302755.0,7196.86,0,,60590219204026.0,2000-2004,3,2000-2003,523.0,2001-2003,4 2001-2003
360346,11582477,1.0,,,2.0,2.0,,4.0,2.0,,,1505.0,1505.0,,,,,6037.0,,2.0,,,,2.0,34028800.0,-118494000.0,22517.0,,,,,,010E,266.0,SMR2*,60377013.021012,26964.0,3101.0,761546.0,96150.0,0.0,,,,1.0,,,1997.0,,,177447.0,674306.0,2015.0,496859.0,8276.54,0,,60377013021012.0,1995-1999,2,1994-1997,674.0,1995-1997,7 1995-1997
39497,14392234,,,,2.5,4.0,,,2.5,,,1933.0,1933.0,,,,,6059.0,,2.0,1.0,386.0,,,33575034.0,-117732015.0,3527.0,,,,,,122,261.0,,60590626.383032,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1999.0,,,245769.0,370413.0,2015.0,124644.0,3687.14,0,,60590626383032.0,1995-1999,2,1997-2000,370.0,1997-1999,6 1997-1999
134886,14396549,,,,3.0,4.0,,,3.0,,,3172.0,3172.0,,,,,6059.0,,3.0,2.0,530.0,,,33562217.0,-117694900.0,5274.0,,,,,,122,261.0,,60590423.352016,25459.0,1286.0,,96987.0,0.0,,,,,,,2002.0,,,335044.0,917026.0,2015.0,581982.0,9439.88,0,,60590423352016.0,2000-2004,3,2000-2003,917.0,2001-2003,4 2001-2003
490788,11312894,1.0,,,2.0,3.0,,4.0,2.0,,,2662.0,2662.0,,,,,6037.0,,2.0,,,,2.0,34674739.0,-118094283.0,20017.0,,,,,,0100,261.0,LRRI0000,60379005.042016,5534.0,3101.0,,97318.0,0.0,,,,1.0,,,2005.0,,,159800.0,213000.0,2015.0,53200.0,4447.78,0,,60379005042016.0,2005-2009,4,2003-2006,213.0,2003-2005,3 2003-2005
571051,12367171,,,,4.0,8.0,,7.0,4.0,,,3048.0,,,3048.0,,,6037.0,,4.0,,,,,33969802.0,-118157206.0,13859.0,,,,,,0400,248.0,BGR3*,60375339.014001,16961.0,3101.0,,96083.0,0.0,,,,4.0,,,2003.0,,,189682.0,388964.0,2015.0,199282.0,6826.03,0,,60375339014001.0,2000-2004,3,2000-2003,388.0,2001-2003,4 2001-2003
68725,14456738,,,,4.0,5.0,,,4.0,,,2744.0,2744.0,,,,,6059.0,,4.0,1.0,393.0,,,33544309.0,-117632749.0,3372.0,,,,,,1,261.0,,60590320.592003,52835.0,1286.0,,96998.0,0.0,,,,,,,2003.0,,,379422.0,755000.0,2015.0,375578.0,11180.4,0,,60590320592003.0,2000-2004,3,2000-2003,755.0,2001-2003,4 2001-2003
32028,11182160,1.0,,,4.0,4.0,,1.0,4.0,,,2948.0,2948.0,,,,,6037.0,,4.0,,,,2.0,34613661.0,-118171055.0,112541.0,,,,,,0100,261.0,LCA22,60379102.021099,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,1997.0,,,344097.0,479681.0,2015.0,135584.0,6026.44,0,,60379102021099.0,1995-1999,2,1994-1997,479.0,1995-1997,7 1995-1997
353415,17257647,,,,2.0,3.0,,,2.0,,1805.0,2037.0,2037.0,,,1805.0,,6111.0,1.0,2.0,2.0,427.0,,,34263937.0,-118676882.0,8250.0,,,,,,1110,261.0,,61110075.121032,27110.0,2061.0,,97116.0,6.0,,,,,,180.0,2001.0,2.0,,244000.0,497000.0,2015.0,253000.0,5672.6,0,,61110075121032.0,2000-2004,3,2000-2003,497.0,1999-2001,5 1999-2001
59743,11759225,1.0,,,2.0,2.0,,4.0,2.0,,,1210.0,1210.0,,,,,6037.0,,2.0,,,,2.0,34056500.0,-118301000.0,,,,,,,01HC,266.0,LAR4,60372124.201,12447.0,3101.0,268236.0,95986.0,0.0,,,,1.0,,,2008.0,,,131000.0,447000.0,2015.0,316000.0,5332.7,0,,60372124201000.0,2005-2009,4,2006-2009,447.0,2007-2009,1 2007-2009
478844,17126079,,,,2.0,2.0,,,2.0,,945.0,945.0,945.0,,,945.0,,6111.0,1.0,2.0,2.0,0.0,,,34246200.0,-119024000.0,,,,,,,1129,266.0,,61110052.02202,51239.0,2061.0,,97089.0,4.0,,,,,,,1997.0,1.0,,124294.0,207152.0,2015.0,82858.0,2200.5,0,,61110052022020.0,1995-1999,2,1994-1997,207.0,1995-1997,7 1995-1997
130841,13931841,,,,4.0,5.0,,,4.0,,,5050.0,5050.0,,,,,6059.0,,4.0,4.0,1002.0,,,33790249.0,-117942882.0,28731.0,,,,,,122,261.0,,60590883.012023,24832.0,1286.0,,97047.0,8.0,,,,,,,2007.0,1.0,,636450.0,1281208.0,2015.0,644758.0,15230.28,0,,60590883012023.0,2005-2009,4,2006-2009,1281.0,2005-2007,2 2005-2007
206597,14332130,,,,2.5,3.0,,,2.5,,,1874.0,1874.0,,,,,6059.0,,2.0,1.0,394.0,,,33733513.0,-117793153.0,3825.0,,,,,,122,261.0,,60590525.242003,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,1997.0,,,236015.0,329470.0,2015.0,93455.0,4255.76,0,,60590525242003.0,1995-1999,2,1994-1997,329.0,1995-1997,7 1995-1997
409249,11489765,,,,3.0,4.0,,1.0,3.0,,,1820.0,1820.0,,,,,6037.0,,3.0,,,,2.0,33872118.0,-118374886.0,7478.0,,,,,,010C,266.0,RBR4YY,60376207.011001,33612.0,3101.0,,96124.0,0.0,,,,1.0,,,2004.0,,,326803.0,668864.0,2015.0,342061.0,8170.51,0,,60376207011001.0,2000-2004,3,2003-2006,668.0,2003-2005,3 2003-2005
68139,14478330,,,,4.5,5.0,,,4.5,,,3559.0,3559.0,,,,,6059.0,,4.0,3.0,773.0,True,,33616219.0,-117627694.0,9135.0,1.0,,,1.0,,122,261.0,,60590320.372001,12773.0,1286.0,,96996.0,0.0,,1.0,,,,,1997.0,,,441570.0,1193376.0,2015.0,751806.0,11765.24,0,,60590320372001.0,1995-1999,2,1994-1997,1193.0,1995-1997,7 1995-1997
10,12606547,1.0,,,3.0,3.0,,4.0,3.0,,,2166.0,2166.0,,,,,6037.0,,3.0,,,,2.0,33837000.0,-118347000.0,22073.0,,,,,,010C,266.0,TOHC-CTR,60376507.012001,54722.0,3101.0,,96161.0,0.0,,,,1.0,,,2005.0,,,363000.0,659000.0,2015.0,296000.0,7580.62,0,,,2005-2009,4,2003-2006,659.0,2003-2005,3 2003-2005
621960,13974738,,,,5.0,6.0,,,5.0,,,3759.0,3759.0,,,,,6059.0,,5.0,2.0,404.0,,,33735197.0,-117907557.0,6300.0,,,,,,122,261.0,,60590748.031039,47568.0,1286.0,268605.0,97004.0,6.0,,,,,,,2005.0,1.0,,388362.0,531255.0,2015.0,142893.0,6288.44,0,,60590748031039.0,2005-2009,4,2003-2006,531.0,2003-2005,3 2003-2005
298472,12135995,1.0,,,4.0,3.0,,4.0,4.0,,,2816.0,2816.0,,,,,6037.0,,4.0,,,,2.0,34137644.0,-118020054.0,26792.0,,,,,,010C,266.0,ARR3YY,60374308.012,32923.0,3101.0,,96267.0,0.0,,,,1.0,,,1998.0,,,304402.0,602536.0,2015.0,298134.0,7239.32,0,,60374308012000.0,1995-1999,2,1997-2000,602.0,1997-1999,6 1997-1999
107299,10900065,1.0,,,3.0,3.0,,4.0,3.0,,,1630.0,1630.0,,,,,6037.0,,3.0,,,,2.0,34157300.0,-118375000.0,,,,,,,010C,266.0,LAR3,60371254.021008,12447.0,3101.0,46795.0,96447.0,0.0,,,,1.0,,,2009.0,,,230362.0,426399.0,2015.0,196037.0,6728.89,0,,60371254021008.0,2005-2009,4,2006-2009,426.0,2007-2009,1 2007-2009
288898,14714730,,,,2.5,2.0,,,2.5,,,1402.0,1402.0,,,,,6059.0,,2.0,1.0,0.0,,,33562725.0,-117733392.0,,,,,,,34,266.0,,60590626.392001,37086.0,1286.0,,96974.0,0.0,,1.0,,,,,1998.0,,,142846.0,283368.0,2015.0,140522.0,2825.38,0,,60590626392001.0,1995-1999,2,1997-2000,283.0,1997-1999,6 1997-1999
562797,14678585,,,,2.5,3.0,,,2.5,,,1516.0,1516.0,,,,,6059.0,,2.0,2.0,0.0,,,33705917.0,-117799238.0,,,,,,,1,266.0,,60590525.27202,52650.0,1286.0,275916.0,96943.0,0.0,,1.0,,,,,2001.0,,,201393.0,452337.0,2015.0,250944.0,5383.24,0,,60590525272020.0,2000-2004,3,2000-2003,452.0,1999-2001,5 1999-2001
150967,11323787,1.0,,,3.0,3.0,,4.0,3.0,,,1974.0,1974.0,,,,,6037.0,,3.0,,,,2.0,34567005.0,-118174644.0,4773.0,,,,,,0100,261.0,PD SP,60379102.061062,40227.0,3101.0,,97329.0,0.0,,,,1.0,,,2006.0,,,153047.0,204062.0,2015.0,51015.0,4965.37,0,,60379102061062.0,2005-2009,4,2003-2006,204.0,2005-2007,2 2005-2007
486546,14339264,,,,4.0,5.0,,,4.0,,,2852.0,2852.0,,,,,6059.0,,4.0,2.0,587.0,True,,33859019.0,-117722998.0,5429.0,,,1.0,,,122,261.0,,60590219.243031,16764.0,1286.0,113455.0,97027.0,0.0,,,,,,,1998.0,,,386722.0,750250.0,2015.0,363528.0,8143.82,0,,60590219243031.0,1995-1999,2,1997-2000,750.0,1997-1999,6 1997-1999
294284,12578878,1.0,,,2.0,3.0,,4.0,2.0,,,1662.0,1662.0,,,,,6037.0,,2.0,,,,2.0,33832828.0,-118249857.0,4843.0,,,,,,0100,261.0,CARS*,60375433.061004,10723.0,3101.0,,96229.0,0.0,,,,,,,1996.0,,,189600.0,390000.0,2015.0,200400.0,5616.25,0,,60375433061004.0,1995-1999,2,1994-1997,390.0,1995-1997,7 1995-1997
618329,12145403,1.0,,,7.0,8.0,,10.0,7.0,,,6652.0,6652.0,,,,,6037.0,,7.0,,,,2.0,34112111.0,-118032898.0,17485.0,1.0,,,,1.0,0101,261.0,ARR1*,60374316.001001,50749.0,3101.0,,96268.0,0.0,,,,1.0,,,2004.0,,,861472.0,1572472.0,2015.0,711000.0,18231.01,0,,60374316001001.0,2000-2004,3,2003-2006,1572.0,2003-2005,3 2003-2005
319465,12756972,1.0,,,4.0,6.0,,4.0,4.0,,,3226.0,3226.0,,,,,6037.0,,4.0,,,,2.0,33896768.0,-118099420.0,5226.0,,,,,,0100,261.0,NOR1*,60375530.001007,53636.0,3101.0,,96193.0,0.0,,,,1.0,,,2007.0,,,421943.0,553922.0,2015.0,131979.0,7091.47,0,,60375530001007.0,2005-2009,4,2006-2009,553.0,2005-2007,2 2005-2007
554317,10753679,1.0,,,4.0,6.0,,10.0,4.0,,,6215.0,6215.0,,,,,6037.0,,4.0,,,,2.0,34136950.0,-118642058.0,105089.0,1.0,,,,1.0,0101,261.0,LCA11*,60378002.022,37688.0,3101.0,,96337.0,0.0,,,,1.0,,,1998.0,,,1153004.0,1840563.0,2015.0,687559.0,21412.62,0,,60378002022000.0,1995-1999,2,1997-2000,1840.0,1997-1999,6 1997-1999
4930,14469670,,,,3.0,5.0,,,3.0,,,2460.0,2460.0,,,,,6059.0,,3.0,1.0,386.0,,,33585464.0,-117623062.0,4028.0,,,,,,122,261.0,,60590320.565015,15554.0,1286.0,,96993.0,0.0,,,,,,,1999.0,,,266153.0,453934.0,2015.0,187781.0,6726.38,0,,60590320565015.0,1995-1999,2,1997-2000,453.0,1997-1999,6 1997-1999
123376,17220567,,,,3.0,4.0,,,3.0,,1214.0,2322.0,2322.0,,,1214.0,,6111.0,1.0,3.0,2.0,570.0,,,34221953.0,-118835004.0,12838.0,1.0,330.0,,,1.0,1111,261.0,,61110075.103001,34278.0,2061.0,,96385.0,8.0,,,,,476.0,,1996.0,2.0,,302155.0,862540.0,2015.0,560385.0,9434.7,0,,61110075103001.0,1995-1999,2,1994-1997,862.0,1995-1997,7 1995-1997
377549,14464388,,,,3.5,4.0,,,3.5,,,4065.0,4065.0,,,,,6059.0,,3.0,2.0,631.0,,,33563945.0,-117637080.0,10125.0,,,,,,122,261.0,,60590320.571003,52835.0,1286.0,764103.0,96998.0,0.0,,1.0,,,,,2001.0,,,602173.0,940591.0,2015.0,338418.0,14615.02,0,,60590320571003.0,2000-2004,3,2000-2003,940.0,1999-2001,5 1999-2001
576850,11232116,1.0,,,3.0,4.0,,4.0,3.0,,,1959.0,1959.0,,,,,6037.0,,3.0,,,,2.0,34553518.0,-118034914.0,5677.0,,,,,,0100,261.0,LCA11*,60379107.061018,40227.0,3101.0,,97330.0,0.0,,,,1.0,,,1998.0,,,149400.0,199400.0,2015.0,50000.0,3550.31,0,,60379107061018.0,1995-1999,2,1997-2000,199.0,1997-1999,6 1997-1999
601527,17129833,,,,2.0,4.0,,,2.0,,1816.0,1816.0,1816.0,,,1816.0,,6111.0,1.0,2.0,2.0,420.0,,,34221630.0,-119008466.0,5995.0,,,,,,1111,261.0,,61110053.03204,51239.0,2061.0,,97091.0,8.0,,,,,,,1997.0,1.0,,214000.0,608000.0,2015.0,394000.0,6734.72,0,,61110053032040.0,1995-1999,2,1994-1997,608.0,1995-1997,7 1995-1997
329005,12764592,1.0,,,5.0,9.0,,4.0,5.0,,,3291.0,,,3291.0,,,6037.0,,5.0,,,,,34059500.0,-118048000.0,10999.0,,,,,,0200,246.0,EMR3YY,60374335.042005,51861.0,3101.0,,96480.0,0.0,,,,2.0,,,2005.0,,,265434.0,617214.0,2015.0,351780.0,9415.96,0,,60374335042005.0,2005-2009,4,2003-2006,617.0,2003-2005,3 2003-2005
513504,17243322,,,,2.5,3.0,,,2.5,,782.0,1547.0,1547.0,,,782.0,,6111.0,1.0,2.0,2.0,0.0,,,34269326.0,-118791315.0,,,,,,,1129,266.0,,61110077.003003,27110.0,2061.0,,97118.0,7.0,,1.0,,,,,1996.0,2.0,,157000.0,446000.0,2015.0,289000.0,5177.56,0,,61110077003003.0,1995-1999,2,1994-1997,446.0,1995-1997,7 1995-1997
289552,17187978,,,,4.0,5.0,,,4.0,,1559.0,2963.0,2963.0,,,1559.0,,6111.0,1.0,4.0,2.0,501.0,,,34208994.0,-119017565.0,6532.0,,,,,,1111,261.0,,61110056.003046,51239.0,2061.0,,97091.0,9.0,,,,,,,2005.0,2.0,,250000.0,710000.0,2015.0,460000.0,7664.1,0,,61110056003046.0,2005-2009,4,2003-2006,710.0,2003-2005,3 2003-2005
616979,10905810,1.0,,,3.0,2.0,,4.0,3.0,,,1270.0,1270.0,,,,,6037.0,,3.0,,,,2.0,34153500.0,-118422000.0,37138.0,,,,,,010C,266.0,LAR3,60371434.004004,12447.0,3101.0,27080.0,96424.0,0.0,,,,1.0,,,2007.0,,,153638.0,258202.0,2015.0,104564.0,3244.45,0,,60371434004004.0,2005-2009,4,2006-2009,258.0,2005-2007,2 2005-2007
40055,12421359,1.0,,,2.0,2.0,,7.0,2.0,,,817.0,817.0,,,,,6037.0,,2.0,,,,2.0,33853900.0,-118046000.0,17909.0,,,,,,010C,266.0,CEADP10,60375545.192014,15237.0,3101.0,,96206.0,0.0,,,,1.0,,,1999.0,,,97952.0,129918.0,2015.0,31966.0,1617.31,0,,60375545192014.0,1995-1999,2,1997-2000,129.0,1997-1999,6 1997-1999
172560,14453048,,,,3.5,4.0,,,3.5,,,3601.0,3601.0,,,,,6059.0,,3.0,4.0,927.0,,,33463908.0,-117586719.0,7706.0,,,,,,122,261.0,,60590320.231029,13693.0,1286.0,,96983.0,0.0,,1.0,,,,,2001.0,,,532270.0,867434.0,2015.0,335164.0,12413.76,0,,60590320231029.0,2000-2004,3,2000-2003,867.0,1999-2001,5 1999-2001
305787,17172848,,,,2.0,3.0,,,2.0,,456.0,1186.0,1186.0,,,456.0,,6111.0,,2.0,1.0,380.0,,,34157999.0,-119219339.0,1750.0,,,,,,1110,261.0,,61110036.123039,13150.0,2061.0,,97106.0,5.0,,,,,,,2006.0,2.0,,175889.0,389088.0,2015.0,213199.0,4349.86,0,,61110036123039.0,2005-2009,4,2003-2006,389.0,2005-2007,2 2005-2007
550172,14614255,,,,3.0,4.0,,,3.0,,,1762.0,1762.0,,,,,6059.0,,3.0,2.0,0.0,,,33563414.0,-117633113.0,,,,,,,1,266.0,,60590320.571013,52835.0,1286.0,,96998.0,0.0,,,,,,,2000.0,,,183231.0,313530.0,2015.0,130299.0,5358.48,0,,60590320571013.0,2000-2004,3,1997-2000,313.0,1999-2001,5 1999-2001
226085,11113942,1.0,,,3.0,5.0,,4.0,3.0,,,2906.0,2906.0,,,,,6037.0,,3.0,,,,2.0,34448975.0,-118562521.0,4440.0,,,,,,0100,261.0,SCUR2,60379201.081,,3101.0,,96377.0,0.0,,,,1.0,,,2000.0,,,309679.0,515291.0,2015.0,205612.0,7586.55,0,,60379201081000.0,2000-2004,3,1997-2000,515.0,1999-2001,5 1999-2001
115365,14335490,,,,2.5,3.0,,,2.5,,,2400.0,2400.0,,,,,6059.0,,2.0,2.0,575.0,,,33749389.0,-117767034.0,4000.0,,,,,,122,261.0,,60590524.191011,27491.0,1286.0,,97018.0,0.0,,1.0,,,,,1999.0,,,308647.0,848482.0,2015.0,539835.0,9951.32,0,,60590524191011.0,1995-1999,2,1997-2000,848.0,1997-1999,6 1997-1999
67715,13862184,,,,4.0,3.0,,,4.0,,,2824.0,2824.0,,,,,6059.0,,3.0,2.0,405.0,,,33667241.0,-118005747.0,2938.0,,,,,,1,261.0,,60590993.103001,25218.0,1286.0,,96966.0,0.0,,2.0,,,,,2004.0,,,372213.0,980724.0,2015.0,608511.0,11180.4,0,,60590993103001.0,2000-2004,3,2003-2006,980.0,2003-2005,3 2003-2005
