ResponseId,Education,Education (reversed),Salary,MainBranch,Employment,RemoteWork,CodingActivities,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,DevType,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,YearsCodePro,YearsCode
44934,4 Bachelor's,2 Bachelor's,135,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,Udemy,"Developer, front-end",500 to 999 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44944,5 Master's,1 Master's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,Data scientist or machine learning specialist,"1,000 to 4,999 employees",United States of America,25-34 years old,Man,No,Prefer to self-describe:,Prefer not to say,10-May,10-May
44948,4 Bachelor's,2 Bachelor's,450,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack","10,000 or more employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
44949,4 Bachelor's,2 Bachelor's,100,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,I don't code outside o,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, front-end","Just me - I am a freelancer, sole proprietor, etc.",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
44956,1 Secondary,5 Secondary,165,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,,,DevOps specialist,"1,000 to 4,999 employees",United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44961,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,25-34 years old,Man,No,,White,10-May,15-Oct
44962,2 College study,4 College study,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,Black,20-25,25-30
44966,4 Bachelor's,2 Bachelor's,113,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, back-end","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44968,5 Master's,1 Master's,180,I am a developer by profession,"Employed, full-time",Fully remote,Bootstrapping a business,Books / Physical media,Technical documentation,Udemy,"Developer, back-end",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,15-20
44971,4 Bachelor's,2 Bachelor's,67,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
44977,4 Bachelor's,2 Bachelor's,145,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Engineer, data",20 to 99 employees,United States of America,55-64 years old,Man,No,Straight / Heterosexual,Multiracial,20-25,20-25
44982,2 College study,4 College study,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, desktop or enterprise applications","10,000 or more employees",United States of America,25-34 years old,Man,No,Straight / Heterosexual,White;Hispanic or Latino/a;Biracial,0-5,0-5
44983,6 Doctorate,0 Doctorate,73,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack","10,000 or more employees",United States of America,55-64 years old,Man,No,Straight / Heterosexual,White,30-35,35-40
44986,5 Master's,1 Master's,92,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-Oct
44990,4 Bachelor's,2 Bachelor's,100,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Blogs,,"Developer, back-end",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
44993,4 Bachelor's,2 Bachelor's,1032,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,"Developer, full-stack",I don���,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
44997,2 College study,4 College study,225,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Fully remote,Hobby,Books / Physical media,Technical documentation,Pluralsight,"Engineer, site reliability",2 to 9 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,15-20
44999,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
45003,4 Bachelor's,2 Bachelor's,125,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end",20 to 99 employees,United States of America,18-24 years old,Woman,No,Straight / Heterosexual,White;Asian;East Asian;Hispanic or Latino/a;Multiracial,0-5,10-May
45006,2 College study,4 College study,200,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,,Cloud infrastructure engineer,"1,000 to 4,999 employees",United States of America,35-44 years old,Man,No,Gay or Lesbian,White,15-Oct,15-20
45011,4 Bachelor's,2 Bachelor's,150,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,,Engineering manager,100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,25-30,35-40
45014,4 Bachelor's,2 Bachelor's,220,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Pluralsight,"Developer, front-end",20 to 99 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
45018,4 Bachelor's,2 Bachelor's,88,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Udemy,Data scientist or machine learning specialist,2 to 9 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
45019,4 Bachelor's,2 Bachelor's,140,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,Technical documentation,,"Developer, front-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-20,20-25
45021,4 Bachelor's,2 Bachelor's,90,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Coursera,"Developer, full-stack",2 to 9 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,10-May,10-May
45022,4 Bachelor's,2 Bachelor's,112,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, desktop or enterprise applications",500 to 999 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White;European;North American,15-Oct,15-Oct
45025,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,,"Developer, front-end",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,10-May
45026,4 Bachelor's,2 Bachelor's,200,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, front-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,White,15-Oct,15-20
45038,4 Bachelor's,2 Bachelor's,149,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, front-end",100 to 499 employees,United States of America,35-44 years old,Man,No,Straight / Heterosexual,African;Black;Biracial,15-Oct,20-25
45043,4 Bachelor's,2 Bachelor's,124,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,,,"Developer, full-stack",I don���,United States of America,35-44 years old,Man,No,Straight / Heterosexual,Black;Caribbean,15-Oct,15-20
45049,3 Associate,3 Associate,160,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Other online resources (e.g., videos, blogs, forum)",Technical documentation,Other,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,Black,10-May,10-May
45054,4 Bachelor's,2 Bachelor's,193,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Developer, full-stack",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,15-Oct,20-25
45070,5 Master's,1 Master's,132,I am a developer by profession,"Employed, full-time",Fully remote,I don't code outside o,Books / Physical media,Written Tutorials,,"Developer, full-stack",20 to 99 employees,United States of America,25-34 years old,"Or, in your own words:;Non-binary, genderqueer, or gender non-conforming",Yes,Prefer to self-describe:;Queer,White;North American,0-5,10-May
45073,4 Bachelor's,2 Bachelor's,115,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,Books / Physical media,,Coursera,"Developer, front-end",100 to 499 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,African;Black,15-20,15-20
45077,4 Bachelor's,2 Bachelor's,120,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,Udemy,"Developer, front-end",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,10-May,15-Oct
45080,6 Doctorate,0 Doctorate,150,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,,,Data scientist or machine learning specialist,10 to 19 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,South American,15-Oct,25-30
45081,4 Bachelor's,2 Bachelor's,116,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don't code outside o,Books / Physical media,Technical documentation,Udemy,"Developer, full-stack",20 to 99 employees,United States of America,45-54 years old,Man,No,Straight / Heterosexual,White,20-25,25-30
45083,5 Master's,1 Master's,150,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,Books / Physical media,Technical documentation,,"Engineer, data",100 to 499 employees,United States of America,25-34 years old,Man,No,Straight / Heterosexual,White,0-5,15-20
